,CB-SA-1,CB-SA-2,CB-SA-3,CB-SA-4,CB-SA-5,CB-SA-6,CB-SA-7,CB-SA-8,CB-SA-11,CB-C-1,CB-C-4,CB-C-5,CB-C-6,CB-C-7,CB-C-8,CB-C-9,CB-C-10
GP5,6,4,4,10,14,2,14,20,7,3,2,2,2,2,3,9,3
COX5A,1194,837,1144,1444,1072,887,1652,2996,674,1422,1107,2685,677,561,789,1330,1102
STX19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
ERFE,944,179,15,446,23,71,48,199,84,94,52,254,1678,68,28,45,34
FAM219B,123,72,143,124,188,76,295,288,151,171,80,215,84,62,74,189,52
HIST1H2BPS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZHX2,45,55,50,77,65,36,50,120,46,42,21,52,38,26,35,56,26
CPN2,3,4,2,12,5,3,8,10,1,2,3,2,3,2,2,4,4
CPNE7,1,0,1,11,0,0,10,23,13,14,7,12,4,1,1,13,0
C5orf46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
CD300LB,134,136,145,268,200,111,207,209,143,62,89,96,77,114,143,170,96
GDPD4,7,2,2,12,5,4,25,0,9,9,0,0,0,6,2,0,0
RIIAD1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1
MPI,167,147,288,252,227,230,269,589,148,253,115,512,103,103,203,268,141
H1FOO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRIM73,6,7,32,57,13,7,36,57,11,8,20,19,14,12,21,19,20
OPLAH,11,5,1,11,0,0,0,14,3,3,3,0,3,8,0,12,0
TMEM52,2,0,5,2,5,0,0,10,2,1,1,5,2,0,2,3,1
TMEM139,1,0,1,2,1,0,1,204,2,0,1,1,1,1,0,0,0
RNF186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC114812.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB13,16,3,8,14,29,4,6,65,17,7,4,10,16,2,3,5,3
MSC,2,7,0,9,0,2,6,18,3,28,1,48,1,3,2,2,4
APOLD1,34,28,16,50,17,23,35,156,26,43,21,36,60,16,19,42,50
RFLNA,0,1,0,0,0,0,0,11,0,16,0,27,0,0,0,0,0
EXOSC4,358,233,208,215,172,213,362,920,186,303,185,458,356,192,100,209,531
DPY19L3,40,51,54,48,32,13,82,56,53,24,13,34,17,11,25,52,17
TAF7,498,224,285,376,477,186,550,696,305,454,181,510,358,109,158,368,191
ZNF852,5,6,17,12,18,4,11,17,5,5,2,12,7,3,7,16,3
FOXE1,0,0,0,0,0,0,0,1,0,7,0,5,0,0,0,0,0
PFAS,23,45,39,48,43,24,34,145,22,53,15,141,21,11,25,68,19
HYI,58,118,52,76,33,68,100,227,38,123,25,231,83,70,23,47,73
C17orf62,1698,1332,1717,3553,2098,1734,2784,3751,1668,1254,974,1418,956,1270,1349,2264,1307
TPRX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGALS7B,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
ZNF552,202,116,54,301,188,84,129,402,127,100,58,135,104,120,74,119,248
SMIM10L2A,2,4,1,2,4,1,6,3,2,1,1,1,1,1,2,2,1
GAK,385,428,334,776,425,367,518,1117,396,258,148,330,319,317,254,410,379
ZBTB7A,836,348,319,456,341,437,489,534,353,325,225,539,970,249,305,451,562
TUFM,779,477,638,1004,534,478,776,2069,368,631,328,1198,475,372,379,946,544
ERICH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMI1,27,23,13,29,28,8,32,27,27,23,14,31,27,6,9,24,7
CTC1,157,213,214,376,330,171,329,601,248,72,49,154,274,174,226,289,179
FBXO34,358,122,85,66,103,70,127,110,125,119,43,264,464,53,67,138,55
SELENOW,222,194,185,406,351,243,438,812,135,193,265,316,119,181,152,307,169
EIF3K,3821,2333,2815,3620,2705,2973,3370,6496,1777,2591,2368,3503,3448,2514,2274,3348,3297
MRFAP1L1,252,172,214,195,268,121,299,384,196,278,142,296,229,64,109,233,63
SNX18,78,70,98,178,103,58,139,115,132,76,66,88,57,30,69,110,40
EXD1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,1
AURKB,110,99,34,58,14,29,124,124,70,453,11,1033,263,33,16,66,93
TAS1R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C14orf39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRFAP1,1473,784,974,863,931,725,1163,1305,763,2038,761,2006,1277,779,862,1436,897
C3orf38,84,42,88,96,123,49,140,142,73,61,51,118,118,22,79,105,37
KLHDC7A,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
TMEM107,40,45,48,71,40,43,83,136,53,104,56,136,37,23,54,90,60
Z73417.1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0
AP001885.1,0,3,1,22,3,0,4,6,1,2,3,3,1,2,1,1,0
RRS1,67,68,69,100,74,57,83,175,42,73,55,120,31,20,57,88,29
EXOC3L1,3,0,3,32,5,5,6,26,5,13,2,8,8,5,1,3,2
TRIML2,19,5,3,55,3,20,24,111,9,5,20,23,21,19,3,24,90
OR13D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGSF22,13,1,5,26,15,1,13,24,0,1,1,7,1,4,1,6,5
C9orf50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ZFP42,3,1,1,11,2,1,2,4,1,2,1,3,3,2,1,1,4
CCDC89,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TAAR3P,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FAM133A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DPM3,1489,1238,1299,1606,1004,1033,1870,3917,667,1190,1159,2253,1785,884,1047,1466,2345
C12orf42,12,2,16,23,16,15,12,41,9,8,12,7,6,1,13,15,6
CYC1,539,344,472,421,358,366,572,1061,257,764,290,1605,476,272,349,492,385
PER1,814,246,91,135,117,82,129,1318,174,172,39,300,521,77,140,135,116
HTR1F,0,1,0,1,0,0,1,2,2,1,0,1,1,0,0,0,2
AL590139.1,0,0,7,0,0,7,0,16,6,13,0,12,6,0,0,0,0
TMTC2,5,4,5,10,8,2,6,16,10,4,3,8,3,2,8,7,4
HES7,1,0,5,4,2,0,4,15,0,8,0,12,2,0,0,0,0
FARSA,188,200,177,261,162,210,224,721,187,203,115,343,294,123,191,240,236
SPTY2D1,32,28,25,34,47,11,41,37,42,33,19,44,24,11,17,31,10
AC073335.1,0,0,0,18,8,0,13,0,0,0,0,0,0,7,0,7,0
C10orf67,1,0,0,2,1,0,0,3,0,0,1,1,1,1,0,1,2
SAMD4B,372,327,272,718,344,276,438,1962,360,342,173,501,604,250,206,365,664
CYP11B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GIMAP7,722,1021,1226,1261,1759,897,1472,2548,1026,1072,920,846,1017,526,939,1459,848
ALOXE3,0,0,0,0,0,0,1,17,0,0,0,0,2,0,0,0,0
EDC3,52,32,35,77,82,40,55,133,27,67,29,117,51,23,40,80,30
TCAIM,42,35,37,88,64,23,61,112,49,48,32,57,48,15,39,62,22
RPS2P28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUCA1,243,133,74,256,148,135,145,298,230,169,144,165,300,163,77,212,130
PXT1,1,2,1,0,2,0,1,1,0,3,1,1,4,2,0,1,1
GGN,2,9,15,26,2,0,3,9,2,6,1,4,0,1,3,0,5
OR7E97P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM125,0,0,0,1,0,0,82,2,0,2,0,1,0,0,0,1,0
ZNF664,61,48,72,77,90,36,80,170,66,98,27,107,92,15,44,83,24
SIGLECL1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALR,2036,1216,1121,1520,1315,1172,1340,4901,1002,2860,671,5762,2198,644,1029,1198,1281
MAGED1,51,58,81,89,42,48,70,326,55,445,31,904,74,38,48,90,51
GVQW3,4,2,5,5,5,4,5,9,3,4,2,3,5,2,2,4,3
LDLRAD3,4,6,3,11,8,4,7,15,8,18,1,27,4,1,9,10,2
CDH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMCO3,4,1,2,0,1,0,1,0,2,2,1,4,11,0,0,1,3
RAD23A,6460,4589,3339,5019,2836,2677,3711,3099,3818,3055,1299,4405,11245,3209,3297,3506,6353
C2orf71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GADD45GIP1,862,416,523,168,290,279,408,780,352,506,259,763,602,361,272,392,856
MEIS3P1,0,0,0,0,0,0,11,6,1,3,0,0,0,0,0,1,0
DAND5,2,2,1,1,0,1,1,1,2,4,1,1,3,1,0,1,10
TMEM151A,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
PTPN11,51,49,40,73,64,26,68,116,57,58,48,71,58,22,40,75,28
NSUN7,17,4,26,73,27,15,24,30,21,8,9,21,11,9,13,41,14
RTL3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
FAM156B,27,29,33,39,42,53,32,347,34,29,11,15,9,17,34,27,9
WSCD1,1,2,0,0,1,1,1,7,1,0,0,0,0,0,0,0,0
RAB39A,2,2,3,5,2,1,3,4,3,6,2,4,2,1,1,2,2
CLK3,4437,2439,1866,2580,1589,1872,2819,2564,2381,1683,1044,3159,5903,2054,1663,2262,3010
AC008267.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DQB1,0,75,81,10,79,525,418,897,1,0,1,658,43,51,713,0,626
GATA2,45,56,41,38,117,51,108,452,111,141,34,287,35,47,44,57,45
ARID3B,184,127,130,171,133,118,104,232,144,85,40,154,189,65,61,106,68
HMGN2P46,7,3,3,12,1,1,8,5,1,5,1,8,3,10,1,3,0
TMEM31,1,0,0,0,0,0,0,18,0,5,1,2,0,0,0,0,2
PACS2,104,120,160,185,158,163,199,370,133,133,80,244,89,77,128,197,72
OR4K11P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELMOD2,35,30,42,46,66,19,78,68,79,39,24,42,31,13,30,56,14
EGR3,4,6,7,3,4,3,4,34,6,5,3,12,1,1,4,3,0
CATSPERE,8,0,3,5,6,0,2,3,2,1,1,1,3,1,1,1,3
GPC5,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
VWA1,0,0,0,0,1,1,0,506,0,4,0,1,0,0,0,0,0
DNAJB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GEMIN4,74,65,84,87,92,49,80,161,56,126,22,248,53,49,35,97,55
OR6W1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJX1,1,1,0,0,2,0,0,10,4,47,2,84,1,0,1,1,0
OR13C6P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL28,34,11,20,42,58,14,56,42,30,17,18,28,39,10,27,37,16
MKRN3,17,1,1,10,7,0,2,11,2,2,1,3,1,1,2,3,0
ZBTB18,37,35,92,60,107,23,115,32,94,34,21,17,38,12,43,61,13
EEF1A1P27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
OR9A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C14orf28,33,9,8,15,19,19,19,36,11,24,7,12,23,8,7,16,13
ALOX12B,0,0,10,13,2,0,3,2,0,8,0,6,5,0,5,3,6
SLC17A8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SHARPIN,2231,3012,1978,3925,3095,3073,3929,2961,2965,2105,1499,1933,6579,4679,2152,2486,5798
LBX2,5,9,6,24,6,13,14,39,8,9,6,10,5,4,6,6,9
DNHD1,36,35,33,89,31,28,41,114,34,19,12,35,76,14,24,36,21
SLITRK4,1,2,1,4,2,1,2,3,2,1,2,1,1,1,2,6,1
HTR1D,0,0,0,0,0,0,0,2,0,3,0,6,0,0,1,1,1
GCC1,65,38,35,83,66,47,67,87,48,43,24,64,50,24,36,63,23
LSMEM2,7,0,0,8,1,2,1,11,1,1,0,3,2,0,1,4,8
NBPF17P,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
RNF151,0,0,0,5,2,1,0,0,0,0,5,0,2,0,0,2,0
CIITA,107,94,251,376,119,104,144,268,114,65,59,119,160,56,167,126,51
ZFPM1,139,86,63,46,84,70,92,211,75,47,57,110,223,49,53,70,197
ALOX15B,6,4,6,2,7,7,8,208,2,5,6,5,12,1,13,3,3
PLD6,47,12,41,25,22,6,21,37,13,15,16,35,31,10,34,28,11
GPHB5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
GRM8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC42EP4,114,35,27,44,31,23,38,116,55,75,20,175,82,24,22,34,29
DGKZP1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,2,0
OR2AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB42,11,19,23,38,39,23,33,36,19,38,12,57,5,9,16,39,4
LACC1,6,2,1,8,10,2,6,9,4,3,2,9,3,1,3,6,2
MAF1,6536,5200,5030,4422,4906,5177,5314,4122,4378,6806,2875,5184,8131,5929,4820,5456,7308
TPPP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCER1A,46,100,131,85,160,58,221,53,112,92,156,76,57,88,120,115,77
RPRML,0,0,0,2,0,0,0,3,1,0,0,0,2,0,2,0,6
ARL14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR97,3,4,5,7,3,4,13,17,3,14,1,21,14,4,3,6,5
NLRP8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PCED1B,284,207,267,699,319,245,274,855,174,131,217,113,380,167,245,346,270
APOBEC3B,122,50,32,116,7,9,39,71,32,151,8,271,95,36,3,28,43
SYCN,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
PIPOX,4,0,10,5,4,3,3,12,1,1,8,1,11,3,3,8,7
ATP8B5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXS1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0
ATOH7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH5,1,0,0,0,1,0,0,166,0,0,0,1,0,1,0,0,0
LRRC3B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OR7E22P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM216B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRGPRX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYADM,1285,1845,1039,3525,1566,1324,1408,2348,1957,611,452,760,1104,835,1292,1907,1485
MRGPRX3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MROH1,81,105,87,178,78,93,112,443,74,98,30,187,67,63,66,101,86
SERTAD2,343,194,87,96,131,80,131,191,183,94,46,193,433,66,79,178,170
AKAP5,2,3,4,3,3,3,6,6,3,2,2,5,3,1,3,3,3
NKPD1,5,2,2,4,4,3,4,9,2,3,0,3,2,3,4,2,3
RNF227,2,2,2,8,4,2,9,6,1,10,2,5,3,1,3,4,1
CITED4,199,158,57,155,60,121,329,551,104,156,53,159,58,130,48,126,846
ABCA13,24,23,1,7,2,2,60,15,29,9,1,12,10,10,1,11,16
NLRP11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TIGD5,7,7,14,19,11,7,23,42,14,21,9,29,6,6,10,16,7
PDXDC1,131,52,130,181,59,45,169,257,98,147,55,146,96,57,63,81,51
PHC1P1,2,1,6,0,7,2,3,11,5,7,2,20,3,1,2,5,1
C1orf194,0,0,5,20,8,3,10,17,0,2,2,6,8,3,17,0,5
ZNF154,17,11,38,25,34,13,34,78,24,24,15,22,32,8,22,28,12
R3HDM2,246,169,169,298,223,114,275,324,171,100,52,156,150,107,106,246,44
B3GNT3,3,1,7,2,5,3,15,44,13,6,7,3,0,2,6,14,0
ITLN1,515,163,242,375,627,376,253,72,306,408,390,640,103,207,143,313,49
NRXN1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SEPHS2,205,139,130,291,201,129,303,406,183,166,160,236,105,82,123,227,129
OR10A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPBAR1,296,277,327,899,327,368,351,829,194,131,295,258,319,316,341,452,404
ZNF784,77,52,43,58,41,46,63,168,31,41,32,81,64,43,31,50,62
ZNF648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C14orf119,510,188,184,423,227,219,431,532,278,289,259,488,787,87,134,299,327
CCR8,1,0,0,2,1,1,0,1,1,0,0,0,0,0,1,5,0
GOLGA8J,3,2,5,4,1,2,6,10,1,3,2,3,3,1,1,4,4
FIZ1,96,68,89,97,93,72,100,281,46,86,45,116,132,57,85,93,113
PUF60,363,192,317,382,322,261,433,626,234,397,225,704,174,165,208,361,183
SSC5D,0,1,0,2,1,2,1,17,22,2,2,6,1,1,14,0,1
DCTPP1,150,94,129,170,114,117,189,580,96,201,101,279,180,73,81,144,201
ZNF771,18,10,21,33,6,13,30,38,14,35,6,34,13,10,13,20,11
PPP1R14BP3,0,0,0,19,5,6,9,17,0,0,8,10,0,5,0,0,6
AC140134.1,8,9,7,12,16,2,8,7,12,6,3,4,9,3,9,11,3
ENSG00000179979,12,5,5,14,7,5,6,31,13,4,4,5,7,3,2,12,5
TSHZ1,20,30,23,39,36,15,40,51,25,22,10,22,15,8,24,30,9
PSTK,17,8,17,20,25,19,23,42,14,15,22,44,19,6,8,32,4
SPDYE7P,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
AC010894.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCS4,30,8,16,21,19,4,30,22,18,14,8,18,15,4,24,18,4
ZADH2,37,74,74,116,184,61,203,236,141,82,42,87,32,62,136,138,50
AC093909.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR1E1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AC079741.1,0,0,0,0,0,59,0,0,21,0,0,31,0,0,0,0,0
ZNF48,22,8,4,11,8,5,7,8,3,6,8,22,3,3,4,7,10
AC087498.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0
FAM71E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3orf80,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
NKX2-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM150B,60,60,57,213,117,50,106,224,78,28,35,27,29,37,57,88,39
OR3A4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD18A,0,1,1,11,1,0,25,1,1,1,1,15,10,10,0,0,1
WFDC11,32,34,14,36,39,8,41,62,22,23,6,13,18,10,28,18,50
TMEM86B,3298,2156,1396,1164,1736,1837,1968,1329,1600,1353,1206,1906,3537,1984,1598,2312,3453
OR3A1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
sep-01,133,157,178,327,168,211,262,814,153,114,116,90,249,96,126,274,414
TRNAU1AP,106,52,100,149,68,52,128,250,99,112,45,174,108,54,63,114,70
EXOC3,264,200,176,403,202,202,252,513,207,195,130,285,189,144,138,235,171
AC017081.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDRD6,7,1,0,3,7,0,1,7,1,1,0,9,1,0,0,2,0
C12orf40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CSNK1A1L,2,2,0,5,8,2,7,1,3,3,0,1,2,1,1,3,3
HMGN2P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XIAPP3,3,0,6,15,0,1,4,5,5,0,1,7,8,0,0,4,7
LYNX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS12P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TH,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
FAR2P1,1,0,0,3,0,0,2,12,0,1,1,0,11,0,1,0,0
MED14,84,75,43,111,76,47,104,202,87,101,42,191,61,29,40,96,53
FAHD1,89,58,59,121,89,51,92,93,85,106,153,105,164,77,44,84,102
HMGB1P14,2,0,0,4,5,0,0,4,0,9,0,4,6,0,0,2,0
TDRP,3,1,39,65,1,1,1,228,3,4,18,1,0,47,2,1,254
RCC1,100,73,88,86,151,53,115,279,75,147,57,274,122,35,81,135,54
WFDC9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYLPF,0,25,0,8,6,2,5,7,7,9,0,0,12,0,3,3,0
F2,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0
FO393411.1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
FAM71C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPT1P10,3,20,0,11,4,0,0,0,3,12,0,0,3,0,3,5,0
PRKRA,80,54,121,117,125,53,123,216,97,176,61,305,109,32,72,150,45
HERC2P3,163,46,18,33,34,20,48,100,82,25,22,80,157,17,16,29,19
NACAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNRF2,39,22,43,75,49,28,78,71,29,45,16,47,31,13,50,63,19
RRH,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
SLC9A4,2,1,1,6,2,1,7,6,4,0,1,1,1,1,2,2,1
ZNF816,15,6,27,21,43,12,42,39,14,16,11,25,9,6,12,32,7
FGD6,8,6,4,15,11,3,4,21,6,4,2,9,3,2,6,6,3
ADGRD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR139,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
LINC01869,4,1,3,3,0,0,11,5,0,3,0,1,1,1,2,3,1
AL049610.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OAZ2,3773,2368,2170,2719,3415,1699,2451,2075,2392,2632,1537,2811,4213,2279,2245,2997,1500
WFDC10A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNPLA1,13,8,16,12,14,2,17,9,12,6,10,8,6,6,5,10,12
ALX1,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0
CCDC43,71,27,39,60,46,27,52,113,47,59,29,82,39,16,26,63,25
KCTD4,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
MEIOC,2,2,6,5,6,2,2,12,2,5,0,0,3,1,2,3,4
FZD2,12,12,11,25,22,6,21,32,17,89,19,179,7,6,16,14,6
TIGD2,3,3,1,1,3,1,3,11,1,11,4,1,1,2,2,3,1
CCDC129,1,1,1,2,1,1,1,6,0,0,0,1,1,1,1,0,1
HCLS1,2106,1521,1353,4939,1792,1655,2408,4110,1656,945,1264,1281,1169,1386,1040,1951,2317
MTURN,555,355,353,327,412,291,303,499,362,463,306,496,776,259,209,275,741
ZNF609,25,39,32,66,53,32,40,101,40,61,14,102,35,23,30,56,29
PAK2,120,134,91,260,141,74,171,180,151,113,96,139,88,47,92,120,46
CCDC66,66,58,64,127,78,33,137,148,66,42,40,49,92,19,34,61,40
DEFB124,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
EMC3-AS1,52,36,24,39,25,15,18,62,17,18,8,59,33,20,10,33,44
KRTAP9-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP5F1EP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCFD2,102,82,101,201,153,61,175,463,101,114,52,207,109,29,83,165,49
OR10AA1P,0,2,2,22,5,3,8,6,13,2,11,3,0,0,0,9,8
HARBI1,32,19,16,16,20,14,24,25,13,10,2,28,25,12,12,22,15
DEFB123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11orf71,2,1,0,0,0,1,0,0,0,37,54,54,0,23,13,0,71
CYP8B1,0,1,0,2,1,0,0,5,0,0,0,0,2,1,1,0,0
OR6K4P,41,10,3,9,23,15,8,5,2,16,6,28,55,28,17,19,88
TPRXL,13,36,32,75,100,39,35,164,39,19,0,40,41,14,9,62,0
SERTM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAS1,0,0,1,1,1,1,3,2,6,23,2,31,0,0,0,1,0
ARHGAP45,1861,1365,1837,3927,2006,1720,2561,6112,1500,1325,2236,1522,960,1561,1388,2108,2380
OR10Q1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZNF571,36,23,29,45,38,15,106,114,26,40,23,32,39,16,16,33,29
GLIPR1L2,2,3,2,5,3,0,1,8,1,3,4,3,1,1,0,3,4
DEFB119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIGA1,2,2,6,8,7,1,13,13,4,3,3,6,3,2,4,6,3
KCNE1,56,26,24,78,47,19,115,142,52,15,23,20,27,27,21,36,85
NRIP1,15,11,15,17,23,7,31,30,25,14,6,19,9,4,11,20,6
ZSCAN4,0,0,0,1,0,0,1,13,0,1,1,0,1,0,0,1,0
BHLHA15,0,0,11,23,11,18,13,5,11,3,7,3,0,3,4,14,13
RNF182,225,75,26,125,61,114,1,4,174,23,4,38,46,22,1,5,5
TSPYL5,4,5,9,2,11,4,6,18,6,4,3,5,2,2,2,11,2
FUT7,372,172,226,678,126,223,338,381,191,113,209,177,124,272,104,289,408
HIST1H2AC,1130,401,294,870,886,303,668,1125,585,484,331,376,579,242,275,663,250
EIF2S3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRP9P1,0,118,0,154,0,0,368,0,95,0,0,0,0,0,124,188,0
SKIDA1,0,0,2,1,0,1,1,3,0,0,0,0,0,0,0,1,1
HIST1H2BC,353,148,62,415,185,117,240,206,173,197,159,172,217,79,108,180,199
ZBTB12BP,2,2,0,1,1,1,1,1,2,1,0,1,1,0,0,0,0
MB21D2,1,1,0,4,2,2,2,22,3,6,1,17,0,1,0,1,0
GSX2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SSTR2,1,0,1,3,0,0,1,7,1,1,1,1,2,2,1,1,2
ZNF594,5,3,17,11,22,1,11,18,13,10,6,6,8,5,6,11,5
PCGF5,9446,8210,6926,5191,8817,8923,4619,4168,7976,12552,6500,11977,22694,12978,15076,10439,12951
SLC47A2,0,0,4,0,2,0,0,2,0,1,0,1,1,0,0,0,0
PRF1,119,964,176,559,269,580,774,736,414,131,118,274,127,234,348,170,260
OR2A4,1,0,0,1,1,1,0,2,3,0,2,1,1,0,0,0,0
MAB21L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
VN1R3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOD1,1173,375,424,201,295,257,368,291,344,868,452,1394,1306,250,305,412,447
EXOC5P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM64,16,14,13,20,12,12,29,29,20,14,8,24,14,3,9,17,7
C3orf22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
OR10K2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5AZ1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
